id,date,pred_sales
1802556,2015-10-11,499.46268767499987
1801802,2015-10-11,1.45
1802294,2015-10-11,12.913049999999998
1803210,2015-10-11,237.9870630000001
1802656,2015-10-11,9.206575
1803061,2015-10-11,1189.1659375
1802716,2015-10-11,394.539001
1802759,2015-10-11,6.1125
1802273,2015-10-11,115.81678757499999
1803198,2015-10-11,3077.2342
1802891,2015-10-11,24.85
1803214,2015-10-11,207.689499875
1803281,2015-10-11,194.57428750000003
1803191,2015-10-11,601.1734
1802139,2015-10-11,421.73937474999985
1802701,2015-10-11,254.54671250000007
1801672,2015-10-11,0.0125
1802305,2015-10-11,181.9297125
1802817,2015-10-11,10.692212487499999
1802848,2015-10-11,335.912362875
1801990,2015-10-11,371.8308497499999
1802226,2015-10-11,576.4560375000001
1802467,2015-10-11,1688.5059125
1801624,2015-10-11,57.683725
1802646,2015-10-11,25.179862500000002
1802509,2015-10-11,23.365662500000003
1802360,2015-10-11,177.57585015000004
1801964,2015-10-11,7.40614999875
1801778,2015-10-11,40.62087497500001
1801669,2015-10-11,0.125
1802279,2015-10-11,0.825
1801656,2015-10-11,4.3
1802318,2015-10-11,1.6
1803289,2015-10-11,0.0125
1802794,2015-10-11,0.0875
1802860,2015-10-11,0.0
1803051,2015-10-11,5641.519487500002
1803239,2015-10-11,0.7375
1801604,2015-10-11,3.4875
1802662,2015-10-11,0.1375
1802182,2015-10-11,0.3375
1801676,2015-10-11,718.7854511250001
1801983,2015-10-11,345.04027512499994
1802536,2015-10-11,522.6604747499999
1802255,2015-10-11,14.61405
1803113,2015-10-11,16.3125
1801958,2015-10-11,2.025
1802631,2015-10-11,27.4048125125
1802816,2015-10-11,10.05
1803253,2015-10-11,0.1875
1802397,2015-10-11,3987.4494
1802061,2015-10-11,1735.3683499999995
1802448,2015-10-11,1.9375
1802156,2015-10-11,16.7004125
1801714,2015-10-11,5.15
1802570,2015-10-11,171.23931249999998
1803100,2015-10-11,80.51193755
1803182,2015-10-11,0.0
1802334,2015-10-11,125.15802497499999
1802682,2015-10-11,238.74755024999996
1802663,2015-10-11,947.4426875000001
1802545,2015-10-11,0.4375
1802102,2015-10-11,380.95806250000004
1802947,2015-10-11,1269.009875
1801650,2015-10-11,18.574824999999997
1802833,2015-10-11,196.57931225000007
1802196,2015-10-11,4.1375
1803229,2015-10-11,124.95325002500002
1802722,2015-10-11,1.9625
1802045,2015-10-11,1.5625
1802152,2015-10-11,141.6734376
1801903,2015-10-11,4.275
1802894,2015-10-11,1695.14811375
1801743,2015-10-11,200.87138750000005
1802257,2015-10-11,690.5457379999999
1801686,2015-10-11,654.99410025
1802777,2015-10-11,11.7875
1802587,2015-10-11,213.72588762499998
1803283,2015-10-11,1.4
1802309,2015-10-11,1.9375
1802597,2015-10-11,764.0693999999999
1802721,2015-10-11,3424.6130999999996
1802619,2015-10-11,19.4993125
1803243,2015-10-11,77.00427508749998
1801843,2015-10-11,249.64806250000007
1802253,2015-10-11,408.0633999999999
1802292,2015-10-11,1455.3496999999995
1802321,2015-10-11,2.65
1801647,2015-10-11,2665.7428625000002
1803234,2015-10-11,31.521437474999992
1802346,2015-10-11,677.2142633749999
1802933,2015-10-11,406.05083750000006
1802412,2015-10-11,370.8207624999999
1802542,2015-10-11,28.864212499999997
1803063,2015-10-11,323.24282517500006
1802161,2015-10-11,0.3375
1802945,2015-10-11,6.4125
1802748,2015-10-11,220.0882499374999
1802654,2015-10-11,191.69056306250008
1802251,2015-10-11,268.37923750000004
1802844,2015-10-11,4.85
1802210,2015-10-11,1.4875
1802620,2015-10-11,306.7468749999997
1803193,2015-10-11,901.5462
1803242,2015-10-11,0.8125
1801602,2015-10-11,5.2
1802921,2015-10-11,116.67077561249998
1802827,2015-10-11,0.0125
1803268,2015-10-11,26.968612487500003
1801929,2015-10-11,2063.659887499999
1801761,2015-10-11,5.3875
1801928,2015-10-11,56.13271250000001
1802493,2015-10-11,5.85
1802171,2015-10-11,466.8099125
1801756,2015-10-11,28.5540875
1803002,2015-10-11,5.375
1801985,2015-10-11,12.075
1801698,2015-10-11,2546.7555875
1802575,2015-10-11,38.812662550000006
1802839,2015-10-11,54.35498751250001
1803078,2015-10-11,321.61493712500004
1802821,2015-10-11,0.7875
1801866,2015-10-11,4.975
1802815,2015-10-11,237.23172525
1802916,2015-10-11,48.47762502500001
1803357,2015-10-11,26.567425000000004
1802122,2015-10-11,217.31082462500004
1804073,2015-10-12,67.3478750125
1803975,2015-10-12,1067.8262242499998
1803596,2015-10-12,1.425
1804012,2015-10-12,0.1125
1804716,2015-10-12,5379.18575
1804533,2015-10-12,9.625
1803595,2015-10-12,12.01075
1804955,2015-10-12,0.0
1805056,2015-10-12,90.61557525
1803653,2015-10-12,199.17915
1803616,2015-10-12,1.8375
1803793,2015-10-12,8.3125
1804625,2015-10-12,0.075
1804201,2015-10-12,317.5798
1804497,2015-10-12,378.25098125000005
1805149,2015-10-12,30.831487475000007
1804368,2015-10-12,10.109649999999998
1804500,2015-10-12,11.4894875
1803645,2015-10-12,747.3568965
1804317,2015-10-12,103.94957505000002
1804190,2015-10-12,1.3625
1804826,2015-10-12,5.8375
1803594,2015-10-12,2607.8375
1803549,2015-10-12,4.95
1803815,2015-10-12,7.5375
1804192,2015-10-12,25.417537499999998
1804381,2015-10-12,1104.9195375000002
1804415,2015-10-12,877.8444750000002
1804379,2015-10-12,566.126025
1805026,2015-10-12,168.81301249999996
1803497,2015-10-12,4.4375
1804903,2015-10-12,0.1375
1803736,2015-10-12,28.357925
1803949,2015-10-12,0.7
1804603,2015-10-12,2.95
1803873,2015-10-12,1.175
1804971,2015-10-12,1616.300375
1803442,2015-10-12,195.86596325
1803723,2015-10-12,331.9154499999999
1803403,2015-10-12,27.008774987499997
1804158,2015-10-12,34.746725
1804295,2015-10-12,1.825
1803993,2015-10-12,13.599062500000002
1804413,2015-10-12,26.544162487500007
1803842,2015-10-12,73.8166750125
1805020,2015-10-12,0.6875
1804222,2015-10-12,2.7125
1804048,2015-10-12,0.025
1803522,2015-10-12,5.0
1804271,2015-10-12,40.136250024999995
1804462,2015-10-12,70.43421252499999
1803909,2015-10-12,1376.6368374999997
1804354,2015-10-12,8.4
1804664,2015-10-12,14.9623125
1804148,2015-10-12,178.48863774999998
1803947,2015-10-12,3.0625
1804326,2015-10-12,119.82267500000003
1803415,2015-10-12,2.25
1803585,2015-10-12,1630.26132875
1803422,2015-10-12,128.78292272500002
1803569,2015-10-12,0.3
1804188,2015-10-12,4812.1929
1804309,2015-10-12,0.2125
1804234,2015-10-12,88.65732512500001
1804696,2015-10-12,753.2117080000002
1803863,2015-10-12,0.3
1803568,2015-10-12,2.0625
1804566,2015-10-12,8.58587499875
1803978,2015-10-12,3.4625
1804688,2015-10-12,3.4
1803908,2015-10-12,60.19382499999999
1803727,2015-10-12,10.325
1803929,2015-10-12,1.85
1804557,2015-10-12,217.47728724999996
1804837,2015-10-12,0.075
1804122,2015-10-12,5906.117875
1804911,2015-10-12,300.802875
1804467,2015-10-12,8.8875
1804654,2015-10-12,41.270174974999996
1805157,2015-10-12,311.96636325
1804365,2015-10-12,294.73735875
1804036,2015-10-12,218.69386224999994
1803900,2015-10-12,7.4375
1803539,2015-10-12,0.4375
1805031,2015-10-12,650.0272984999998
1804909,2015-10-12,1849.2041124999996
1804483,2015-10-12,187.80253750000003
1804366,2015-10-12,247.61291225
1804277,2015-10-12,5.3125
1803628,2015-10-12,7.5024
1803812,2015-10-12,8.674674999999999
1804726,2015-10-12,122.75654998750001
1805009,2015-10-12,179.61794987500002
1804908,2015-10-12,20.1625
1804427,2015-10-12,7.7125
1804631,2015-10-12,2.175
1804575,2015-10-12,640.5978250000005
1804674,2015-10-12,5432.5125
1803603,2015-10-12,4.35
1803841,2015-10-12,217.75051237500003
1804173,2015-10-12,599.77128525
1804784,2015-10-12,1.2
1805024,2015-10-12,1.325
1804864,2015-10-12,288.68052487499995
1804492,2015-10-12,23.503300000000003
1803621,2015-10-12,3.6625
1803923,2015-10-12,183.75397525
1805110,2015-10-12,263.45202474999996
1803881,2015-10-12,4.1467125
1803633,2015-10-12,156.7457500125
1804791,2015-10-12,5.5625
1804022,2015-10-12,148.42625045
1804840,2015-10-12,0.0625
1803945,2015-10-12,2.475
1804802,2015-10-12,35.797924962500005
1804535,2015-10-12,78.17828762499998
1803506,2015-10-12,1.125
1803528,2015-10-12,2664.9514500000005
1806855,2015-10-13,23.0929625
1805947,2015-10-13,62.22964997499999
1806768,2015-10-13,132.996907425
1805237,2015-10-13,538.612700625
1806147,2015-10-13,289.62815012499993
1806687,2015-10-13,4564.851825
1806614,2015-10-13,283.2534251249999
1806651,2015-10-13,14.436812499999998
1806150,2015-10-13,9.734649999999998
1806893,2015-10-13,265.960350375
1805941,2015-10-13,7.05
1806660,2015-10-13,366.804450375
1805420,2015-10-13,1.8375
1805501,2015-10-13,196.05951249999995
1806926,2015-10-13,101.8897625
1806743,2015-10-13,0.0
1806184,2015-10-13,249.06910024999996
1805514,2015-10-13,188.088437875
1806776,2015-10-13,1.725
1805754,2015-10-13,5.2875
